ASCII Name;Coordinates
Leck;54.76667,8.98333
Lautertal;50.58333,9.28333
Lauterhofen;49.3684,11.60294
Laucha;51.22422,11.67988
Lauben;48.05928,10.29014
Langenpreising;48.42569,11.97217
Langenlonsheim;49.9,7.9
Langenenslingen;48.14851,9.37765
Langenberg;51.77206,8.31809
Langen;53.60554,8.59509
Lambrecht;49.37055,8.07264
Kulmain;49.9,11.9
Kruen;47.50515,11.27924
Kroeppelshagen-Fahrendorf;53.48979,10.31697
Krombach;50.08319,9.20609
Kralenriede;52.30701,10.52834
Krailling;48.1,11.4
Konigswalde;50.55,13.05
Konigsbrunn;48.27506,10.89178
Kirschweiler;49.75,7.25
Kirchlinteln;52.94236,9.31811
Kirchheim an der Weinstrasse;49.53722,8.18083
Kirchberg an der Murr;48.94297,9.34083
Kirchberg an der Jagst;49.20056,9.98226
Kirchberg an der Iller;48.13333,10.08333
Kierspe;51.13403,7.59075
Kessin;53.72928,13.30773
Kehl;48.57297,7.81523
Kaufering;48.09121,10.87913
Karlskron;48.68333,11.41667
Kaisersesch;50.23148,7.13864
Ittlingen;49.19083,8.93083
Issum;51.53333,6.43333
Inden;50.84306,6.36004
Iffeldorf;47.76667,11.31667
Idar-Oberstein;49.71443,7.30776
Hunding;48.84227,13.17681
Hundeshagen;51.43333,10.28333
Hueffelsheim;49.81667,7.8
Hueckeswagen;51.14979,7.34471
Horstedt;53.18333,9.23333
Hordel;51.49784,7.1762
Holzguenz;48.02503,10.25901
Hinterzarten;47.90276,8.10701
Himmelstadt;49.92389,9.80167
Hillerse;51.68558,9.94973
Herten;51.59638,7.14387
Hermsdorf;52.1874,11.47556
Hermaringen;48.59544,10.26065
Hepstedt;53.25874,9.08209
Helmbrechts;50.23557,11.71589
Hellenthal;50.48333,6.43333
Heitersheim;47.87468,7.65721
Heidenheim an der Brenz;48.67798,10.15162
Hauzenberg;48.64957,13.62645
Haselbach;48.64564,13.38956
Harrislee;54.8,9.38333
Hagnau;47.67666,9.31787
Haarbach;48.5,13.15
Guester;53.53851,10.67607
Gruenhainichen;50.7672,13.15366
Gross Wittensee;54.4,9.76667
Gross Laasch;53.34646,11.54919
Grosserlach;49.05368,9.51356
Grossenkneten;52.94377,8.25323
Grossbreitenbach;50.58335,11.00955
Grevenbroich;51.09102,6.5827
Greiz;50.65778,12.19918
Glandorf;52.08474,7.99944
Gestratz;47.65,9.98333
Geseke;51.64091,8.5109
Geismar;51.23169,10.16548
Gau-Bischofsheim;49.91583,8.27278
Fursteneck;48.71667,13.46667
Frohnau;52.63336,13.29024
Friedenau;52.47133,13.32813
Frei-Laubersheim;49.8,7.9
Frankenthal;49.53414,8.35357
Forchheim;49.71754,11.05877
Falkenfels;49.00415,12.5948
Eurasburg;47.85389,11.40587
Esterwegen;52.99288,7.63327
Esslingen;48.73961,9.30473
Essen;52.72258,7.9371
Ernstroda;50.86484,10.62056
Elster;51.83011,12.82424
Ellerhoop;53.72603,9.76933
Eitting;48.35957,11.8911
Eisingen;48.95,8.66667
Eil;50.89362,7.07967
Eichenried;48.27748,11.78206
Eichenbuhl;49.70556,9.32917
Eggebek;54.61667,9.36667
Egestorf;53.193,10.063
Donaueschingen;47.95514,8.49707
Dobel;48.8,8.5
Dingolshausen;49.9071,10.39032
Dietenhofen;49.39997,10.68975
Detmerode;52.39016,10.7448
Buttelstedt;51.0765,11.34353
Burgschwalbach;50.28333,8.08333
Burgberg;47.53657,10.28883
Burg;51.83448,14.14856
Brunsbuettel;53.8962,9.10459
Brueel;53.73719,11.71471
Breidenbach;50.88734,8.45748
Bredstedt;54.61868,8.96441
Brakel;51.7175,9.18596
Bottingen;48.1,8.8
Bonen;51.6,7.76667
Bollingstedt;54.59229,9.41738
Blankenburg;52.59293,13.45516
Blankenburg;51.79025,10.95509
Blaichach;47.54208,10.25846
Birkenwerder;52.69106,13.27833
Besigheim;48.99797,9.14268
Bernstadt;51.04736,14.82784
Berge;52.62326,7.7455
Benneckenstein;51.66823,10.71716
Beltheim;50.10606,7.46208
Belgershain;51.23333,12.55
Barkelsby;54.5,9.83333
Balje;53.83333,9.13333
Baiersbronn;48.50318,8.37699
Bad Windsheim;49.50274,10.41539
Bad Eilsen;52.24215,9.09822
Babenhausen;49.96519,8.95129
Aussernzell;48.72409,13.20291
Attenhofen;48.65072,11.8485
Arnstadt;50.84048,10.95198
Arneburg;52.67565,12.00514
Alsheim;49.76806,8.34028
Allendorf an der Lahn;50.55109,8.62008
Allendorf;51.02995,8.67232
Aholming;48.73542,12.90997
Aholfing;48.94283,12.46857
Abensberg;48.81684,11.8498
Eggermuhlen;52.56667,7.81667
Apfeldorf;47.9,10.93333
Eggingen;47.7,8.4
Niefern-Oschelbronn;48.91667,8.78333
Viereth-Trunstadt;49.92222,10.77716
Schwanau;48.36669,7.76244
Weststadt;53.63472,11.39565
Fehmarn;54.4378,11.19352
Suedstadt;52.23348,10.55808
Helmstadt-Bargen;49.31427,8.99712
Tjaereborg;55.46457,8.57968
Stovring;56.88536,9.83839
Snoghoj;55.52253,9.72125
Odder;55.97313,10.153
Horve;55.75292,11.45298
Brejning;55.66594,9.67217
Bjerringbro;56.37797,9.66065
Roseau;15.30174,-61.38808
Portsmouth;15.58333,-61.46667
Santa Cruz de Barahona;18.20854,-71.10077
Sabaneta;19.47793,-71.34125
Punta Cana;18.58182,-68.40431
Peralta;18.58164,-70.77029
El Carril;18.44905,-70.02785
Cotui;19.05272,-70.14939
Cevicos;19.00449,-69.97896
Azua;18.45319,-70.7349
Saoula;36.70456,3.02462
M'sila;35.70889,4.53722
Ksar Chellala;35.21222,2.31889
Hammam Bou Hadjar;35.37889,-0.96778
El Hadjar;36.80377,7.73684
Azazga;36.74472,4.37222
Yaguachi Nuevo;-2.0968,-79.69485
Santa Clara;-1.26399,-77.88739
Puerto Bolivar;-3.26649,-79.99749
Pasaje;-3.32561,-79.80697
Manta;-0.96212,-80.71271
Jipijapa;-1.34872,-80.57875
Esmeraldas;0.9592,-79.65397
Turba;59.08306,24.225
Tartu;58.38062,26.72509
Paikuse;58.37917,24.63444
Kivioli;59.35306,26.97111
Qalyub;30.17922,31.2056
Al Qurayn;30.61618,31.73514
Al Mansurah;31.03637,31.38069
Ain Sukhna;29.60018,32.31671
Saint Catherine;28.56191,33.94934
Villavieja;39.85,-0.18333
Villarta de San Juan;39.23785,-3.42333
Villarrasa;37.38849,-6.60641
Villanueva de la Fuente;38.69463,-2.69637
Villanueva de Cordoba;38.32277,-4.62873
Villagordo del Jucar;39.3,-2.06667
Vilafranca de Bonany;39.56894,3.08815
Villa de Don Fadrique;39.61505,-3.21915
Velada;39.97687,-4.97641
Vara de Rey;39.42595,-2.29404
Valdes;36.75835,-4.24235
Valdelacasa de Tajo;39.72588,-5.28296
Torrejoncillo del Rey;40.0084,-2.57107
Toras;39.91667,-0.68333
Talavera La Real;38.87794,-6.76856
Soportujar;36.92863,-3.40542
Socovos;38.33232,-1.98485
Sierro;37.32237,-2.39844
Sevilla;37.38283,-5.97317
Serra;39.68333,-0.43333
Santo Tome;38.02861,-3.10092
Santa Elena;38.34162,-3.53953
San Pedro de Merida;38.95007,-6.18645
Salar;37.15036,-4.06576
Riogordo;36.91727,-4.29318
Pulgar;39.69383,-4.15233
La Pobla Llarga;39.08333,-0.46667
Puebla de Don Rodrigo;39.08564,-4.61966
Marjaliza;39.56329,-3.93499
Manises;39.49139,-0.46349
Loriguilla;39.49016,-0.57143
Llera;38.45,-6.05
Letur;38.36626,-2.10206
La Palma del Condado;37.38605,-6.55231
La Guardia;39.78795,-3.47604
Jorquera;39.16667,-1.51667
Hornachuelos;37.83333,-5.23333
Gilet;39.6786,-0.32506
Gergal;37.11886,-2.54012
Fuente Obejuna;38.26667,-5.41667
Fuente el Fresno;39.22839,-3.77487
Fresnedoso de Ibor;39.68418,-5.50899
Foios;39.53333,-0.35
Fornalutx;39.78232,2.74107
Ferez;38.35,-2.0
Estellencs;39.65338,2.4813
Esparragalejo;38.9433,-6.43549
El Ejido;36.77629,-2.81456
Domingo Perez;39.97661,-4.50554
La Cluse-et-Mijoux;46.88333,6.38333
La Chapelle-la-Reine;48.31813,2.57152
La Celle;43.39523,6.0375
La Bassee;50.53424,2.8062
Jumieges;49.43324,0.81918
Joinville-le-Pont;48.82538,2.47458
Evian-les-Bains;46.40111,6.58793
Essey-les-Nancy;48.705,6.22691
Eschbach;48.87465,7.73609
Epinay-sur-Orge;48.67338,2.31074
Eoures;43.30045,5.52193
Elbeuf;49.28669,1.00288
Ecrouves;48.67986,5.84267
Dogneville;48.22251,6.45944
Dissay;46.70065,0.43166
Didenheim;47.71866,7.30157
Deyvillers;48.20013,6.51533
Deulemont;50.73333,2.95
Darney;48.0866,6.04917
Dampmart;48.88854,2.74095
Cuverville;49.18998,-0.26474
Crehen;48.54526,-2.21373
Courtisols;48.9867,4.517
Courrieres;50.45701,2.94725
Cour-Cheverny;47.51033,1.45583
Courcelles-sur-Seine;49.18285,1.36008
Coulanges-les-Nevers;47.00509,3.18756
Coucy-le-Chateau-Auffrique;49.52083,3.32381
Pontault-Combault;48.79813,2.60676
Colombies;44.3443,2.33673
Cogolin;43.25294,6.52981
Clerval;47.39167,6.49925
Clermont-Creans;47.71831,-0.01459
Chevillon;48.52869,5.13086
Chermignac;45.68533,-0.67462
Cherac;45.70456,-0.43859
Chavigny;48.62899,6.12317
Chaumont-en-Vexin;49.26595,1.88597
Chatillon-la-Palud;45.97171,5.2529
Chateaulin;48.19522,-4.09365
Chateau-Chinon(Ville);47.06667,3.93333
Chateaubourg;48.11112,-1.4035
Charmes;49.65345,3.37857
Charly-sur-Marne;48.97749,3.28464
Charbonnieres-les-Varennes;45.90786,2.99976
Champtoceaux;47.33665,-1.26602
Champhol;48.46813,1.50281
Chalons-en-Champagne;48.95393,4.36724
Chalindrey;47.80308,5.42797
Cestas;44.74471,-0.68194
Cereste;43.8558,5.58685
Cerans-Foulletourte;47.82742,0.07549
Caylus;44.23646,1.77105
Cauvigny;49.3018,2.24844
Carentoir;47.81718,-2.13489
Camps-la-Source;43.38626,6.09607
Cambes-en-Plaine;49.23161,-0.3854
Calais;50.95194,1.85635
Cagny;49.86217,2.34266
Busigny;50.03424,3.46713
Burie;45.77273,-0.42289
Bruyeres-le-Chatel;48.58868,2.18991
Brunstatt;47.72131,7.32009
Brionne;49.19553,0.7151
Brigueuil;45.95342,0.86032
Brecey;48.72413,-1.16647
Bray-en-Val;47.82856,2.36644
Bouttencourt;49.93725,1.63431
Bourogne;47.56307,6.91654
Bourg-Saint-Andeol;44.37338,4.64413
Bourges;47.08333,2.4
Bourganeuf;45.95369,1.75574
Bourbon-l'Archambault;46.58324,3.05652
Boulange;49.38229,5.95
Bouille-Loretz;47.07911,-0.27178
Bosmie-l'Aiguille;45.75,1.2
Bollene;44.28124,4.74891
Boisseron;43.75795,4.0797
Bohars;48.42917,-4.51424
Blerancourt;49.51667,3.15
Biesheim;48.04118,7.54474
Bienville;48.57582,5.04579
Bezannes;49.22339,3.98892
Beuzeville-la-Grenier;49.59157,0.42684
Bellevaux;46.25875,6.53351
Beaupreau;47.20214,-0.99471
Beaumont-sur-Leze;43.38056,1.35733
Beaumont;46.73696,0.42967
Bantzenheim;47.82452,7.51445
Baho;42.70084,2.8222
Avesnes-le-Comte;50.27767,2.52957
Auxerre;47.7996,3.57033
Aucamville;43.67053,1.42766
Aubiere;45.75082,3.11078
Arnas;46.02361,4.7083
Armentieres;50.68568,2.88214
Arches;48.11856,6.52806
Archamps;46.13195,6.12551
Arbent;46.29221,5.6789
Andlau;48.38607,7.41697
Ancy-sur-Moselle;49.05689,6.05775
Ancone;44.58107,4.72711
Albigny-sur-Saone;45.86667,4.83333
Aixe-sur-Vienne;45.79663,1.13581
Aigurande;46.43397,1.83026
Le Ban Saint-Martin;49.1225,6.15111
Les Ulis;48.68167,2.16944
Marseille Prefecture;43.29092,5.37901
La Viste;43.35936,5.35649
Saint-Pierre;43.29282,5.40682
Lastoursville;-0.81742,12.70818
Woodsetts;53.34804,-1.17204
Wombwell;53.52189,-1.39698
Wivelsfield Green;50.96313,-0.07133
Winterbourne;51.44609,-1.3466
Winston;54.54519,-1.78854
Winchester;51.06513,-1.3187
Westwood;51.33462,-2.27975
Westoning;51.9814,-0.49698
Wales;53.34061,-1.28162
Ullapool;57.89872,-5.16039
Turriff;57.5384,-2.45932
Troon;55.54359,-4.66335
Tregarth;53.19012,-4.0878
Tonyrefail;51.58402,-3.43041
Tobermory;56.62198,-6.07231
Thorpe le Soken;51.85603,1.1658
Thorpe;51.40595,-0.53567
Tetbury;51.63944,-2.16222
Sutton in Ashfield;53.12542,-1.26135
Sutton Bridge;52.76995,0.1855
Sutton;52.38804,0.11866
Sutton;52.11078,-0.2138
Stretford;53.45,-2.31667
Strathblane;55.98596,-4.30658
Southill;52.06431,-0.32358
Slamannan;55.93729,-3.83311
Shirebrook;53.20333,-1.21336
Sherston;51.57205,-2.21278
Sheriff Hutton;54.08904,-1.00639
Shepley;53.58333,-1.71667
Seven Sisters;51.76667,-3.71667
Scotby;54.89004,-2.87464
Sapcote;52.53707,-1.279
Sandbach;53.14515,-2.36251
Sale;53.42519,-2.32443
Rufford;53.63375,-2.81662
Romsley;52.41996,-2.05695
Ringmer;50.89264,0.05472
Redlynch;51.09861,-2.42667
Ranskill;53.38281,-1.01402
Radlett;51.68593,-0.31868
Portstewart;55.18132,-6.71402
Portsoy;57.68144,-2.68956
Pool;53.9,-1.61667
Penkridge;52.72556,-2.1156
Penistone;53.52572,-1.63027
Penally;51.65986,-4.72399
Paull;53.72008,-0.23303
Pateley Bridge;54.08616,-1.75981
Odiham;51.25407,-0.93933
Nottingham;52.9536,-1.15047
Northiam;50.99439,0.60026
Newtownards;54.59236,-5.69092
Scone;56.41942,-3.40507
Newport;52.01667,-4.83333
Newburn;54.9876,-1.74415
Moulton Chapel;52.74668,-0.08274
Moss;53.61667,-1.1
Morecambe;54.06835,-2.86108
Monifieth;56.48227,-2.81732
Mochdre;53.28333,-3.75
Minehead;51.20452,-3.48284
Milford Haven;51.71278,-5.0341
Manea;52.48487,0.1793
Malton;54.13695,-0.7996
Loudwater;51.6,-0.7
Tavertet;41.99572,2.41859
Soto de Cerrato;41.95312,-4.42998
Sos del Rey Catolico;42.49686,-1.21514
Soliedra;41.46932,-2.38164
Sarria de Ter;42.01667,2.83333
Santibanez de Tera;41.98563,-5.92257
Santed;41.03172,-1.51028
Santa Maria del Monte de Cea;42.49137,-5.11689
Santa Maria de la Isla;42.35533,-5.9287
Santa Maria de la Alameda;40.59492,-4.25772
Santa Eulalia;43.41621,-5.41128
San Miguel de Valero;40.54361,-5.9228
San Martin de Valveni;41.75336,-4.56724
San Martin de Valderaduey;41.81414,-5.47249
San Martin de Trevejo;40.21241,-6.79535
San Juan de la Nava;40.4788,-4.68238
San Esteban de los Patos;40.74705,-4.62413
San Esteban de Gormaz;41.57436,-3.20418
San Cristobal de Cuellar;41.40591,-4.40445
San Cristobal de Boedo;42.54194,-4.35325
Salvatierra de Mino;42.08333,-8.5
Salinas de Pisuerga;42.85046,-4.37783
Saldias;43.08858,-1.77946
Salcedillo;40.962,-1.00433
Ruente;43.25826,-4.26791
Rollan;40.9623,-5.91753
Roa;41.69699,-3.92782
Rivilla de Barajas;40.9021,-4.98836
Rillo de Gallo;40.86635,-1.9374
Riego de la Vega;42.39138,-5.98102
Riaza;41.27826,-3.47787
Reznos;41.5909,-2.02779
Pueyo de Santa Cruz;41.85799,0.1566
Pravia;43.48861,-6.1117
Pinilla de los Moros;42.06815,-3.32706
Pedroso;42.29959,-2.71889
Pamplona;42.81687,-1.64323
Palmaces de Jadraque;41.0561,-2.9106
Osornillo;42.37047,-4.29153
Olmos de Esgueva;41.68815,-4.52255
Ojos-Albos;40.70596,-4.51633
Niguella;41.53621,-1.5245
Nava de Roa;41.61326,-3.96442
Navacerrada;40.72905,-4.01696
Murillo de Rio Leza;42.40099,-2.32464
Mugardos;43.4604,-8.25507
Morales del Vino;41.44736,-5.7307
Montederramo;42.27554,-7.50138
Montarron;40.90675,-3.11495
Mollerussa;41.63333,0.9
Miraflores de la Sierra;40.8155,-3.76213
Mejorada;40.00991,-4.88506
Mataro;41.54211,2.4445
Mataporquera;42.87486,-4.16276
El Masnou;41.47978,2.3188
Marcilla;42.32794,-1.73714
Manjarres;42.39152,-2.67512
Maneru;42.67001,-1.86297
Malejan;41.82762,-1.54906
Malaguilla;40.81956,-3.2545
Madrid;40.4165,-3.70256
Leganiel;40.16568,-2.94966
Ledrada;40.46878,-5.72038
Laguna de Duero;41.58151,-4.72332
Laguna Dalga;42.33192,-5.7522
Itero de la Vega;42.28804,-4.25677
Illescas;40.12213,-3.84704
Ibeas de Juarros;42.33088,-3.53519
Husillos;42.09054,-4.52709
Humanes de Madrid;40.25038,-3.83062
Huarte-Uharte;42.83035,-1.59087
Hornillos de Cameros;42.21001,-2.4196
Herreros de Suso;40.80361,-5.03892
Herramelluri;42.50295,-3.01954
Gamones;41.4669,-6.17621
Fuentiduena de Tajo;40.11574,-3.15718
Fuentespalda;40.80666,0.06517
Fuentes de Carbajal;42.17776,-5.44606
Fonfria;40.99566,-1.08475
Fogars de Montclus;41.73333,2.45
Fayon;41.23851,0.33302
Espinosa de Henares;40.90053,-3.06956
Espadilla;40.03333,-0.35
Escopete;40.41324,-3.0046
Escalona;40.1669,-4.40484
Erandio;43.30438,-2.97352
Encinas de Abajo;40.93493,-5.47037
El Prat de Llobregat;41.32784,2.09472
Figaro;41.72122,2.27297
Etxalar;43.23376,-1.63671
Driebes;40.24498,-3.04165
Deza;41.46373,-2.02046
Darnius;42.36667,2.83333
Daganzo de Arriba;40.54293,-3.45457
Cubillos del Sil;42.62519,-6.5636
Covarrubias;42.05927,-3.51956
Cosuenda;41.36559,-1.29867
Comillas;43.38603,-4.29162
Coca;41.21767,-4.52145
Cirat;40.05,-0.45
Chamartin;40.46206,-3.6766
Celada del Camino;42.26359,-3.93362
Castilnuevo;40.81431,-1.85782
Castillejo de Martin Viejo;40.69728,-6.63763
Castandiello;43.27962,-5.89201
Canicosa de la Sierra;41.93673,-3.04089
Canet de Mar;41.59054,2.58116
Campazas;42.14219,-5.49349
Calzada del Coto;42.38613,-5.07809
Cabezon de la Sierra;41.93434,-3.24153
Cabezas del Villar;40.71557,-5.20956
Brihuega;40.76049,-2.86966
Bretocino;41.8843,-5.75473
Bordils;42.04336,2.91088
Bocos de Duero;41.62339,-4.07048
Bimenes;43.31667,-5.55
Bergondo;43.31667,-8.23333
Bergasillas Bajera;42.24462,-2.1583
Berdejo;41.56133,-1.94431
Benifallet;40.97422,0.51767
Benasque;42.60528,0.52305
Barjas;42.61182,-6.97979
Barasoain;42.60339,-1.64658
Barajas de Madrid;40.47366,-3.57777
Argecilla;40.88151,-2.82181
Arenzana de Abajo;42.38599,-2.7194
Arandilla;41.73778,-3.42914
Antillon;42.03639,-0.16239
Alzaga;43.06468,-2.154
Alpicat;41.6657,0.55564
Almonacid de la Cuba;41.28067,-0.79266
Allepuz;40.49295,-0.72478
Alcanadre;42.40492,-2.12073
Albons;42.10389,3.08433
Ahigal;40.18954,-6.18815
Acebo;40.20105,-6.71689
Abizanda;42.24236,0.19717
Abiego;42.12094,-0.06873
Puerto del Carmen;28.92313,-13.66579
Sarria-Sant Gervasi;41.40104,2.1394
Oliver-Valdefierro;41.64454,-0.93349
Villa de Vallecas;40.36695,-3.60146
Sant Antoni;41.37857,2.15937
el Guinardo;41.41885,2.17364
Lobuni;4.83333,36.1
Kemise;10.71668,39.86997
Bonga;7.28333,36.23333
Boditi;6.96667,37.86667
Ylaemaa;60.8,28.0
Vilppula;62.02121,24.50483
Viitasaari;63.06667,25.86667
Varpaisjaervi;63.35932,27.75506
Pyhaentae;64.1,26.31667
Pukkila;60.65,25.56667
Perna;60.44869,26.03187
Paltamo;64.41667,27.83333
Padasjoki;61.35,25.28333
Oulu;65.01236,25.46816
Oulainen;64.26667,24.8
Orivesi;61.67766,24.3572
Kolari;67.33047,23.77785
Kokemaeki;61.25647,22.35643
Kauhava;63.10299,23.07129
Karis;60.07178,23.66163
Joensuu;62.60118,29.76316
Inioe;60.4,21.4
Ii;65.31735,25.3731
Eno;62.80511,30.15422
Stanley;-51.69382,-57.85701
Skuvoy;61.77103,-6.80501
Eidi;62.2993,-7.09245
Youx;46.14467,2.79903
Ymare;49.3506,1.17938
Wissembourg;49.03708,7.94548
Vinsobres;44.33328,5.06204
Villeneuve-Loubet;43.6579,7.12233
Villedieu-sur-Indre;46.84598,1.53975
Villebarou;47.62344,1.32252
Viennay;46.69048,-0.24412
Veyrier-du-Lac;45.88234,6.17709
Ventabren;43.53847,5.29541
Vence;43.72254,7.11183
Varennes-Jarcy;48.67914,2.56152
Valfin-les-Saint-Claude;46.43758,5.85513
Vagney;48.00629,6.7174
Uckange;49.30304,6.1492
Trizay;45.88216,-0.89702
Trie-Chateau;49.2854,1.82129
Tresboeuf;47.88274,-1.54665
Tournus;46.56758,4.90574
Thorens-Glieres;45.9951,6.24557
Tatinghem;50.74317,2.20724
Suevres;47.66655,1.46153
Steinbourg;48.77028,7.41354
Soulac-sur-Mer;45.51068,-1.12524
Soubise;45.92398,-1.009
Soorts;43.66462,-1.39628
Sochaux;47.50808,6.82748
Smarves;46.5113,0.35007
Sinceny;49.59619,3.24679
Sigean;43.0279,2.97834
Senones;48.39475,6.97818
Seichamps;48.71492,6.26139
Savigny-le-Temple;48.57409,2.58287
Saulzoir;50.24057,3.4443
Saulge;46.37759,0.87613
Salles-sur-Mer;46.10486,-1.05516
Sallanches;45.94423,6.63162
Salernes;43.5635,6.23386
Saint-Vrain;48.54302,2.33331
Saint-Vigor-le-Grand;49.28242,-0.68579
Saint-Valery-sur-Somme;50.18333,1.63333
Saint-Sulpice-la-Pointe;43.775,1.68511
Saint-Sauveur;46.8083,0.62336
Saint-Saturnin;48.06461,0.16007
Saint-Priest;45.69651,4.94385
Saint-Pe-de-Bigorre;43.10357,-0.15988
Saint-Nom-la-Breteche;48.85942,2.02233
Saint-Nazaire-les-Eymes;45.24921,5.85254
Saint-Maximin-la-Sainte-Baume;43.44813,5.86081
Saint-Maurice-sur-Dargoire;45.58224,4.6312
Saint-Martin-de-Valamas;44.93718,4.36865
Saint-Martin-des-Noyers;46.72191,-1.1788
Saint-Martin-de-Londres;43.79127,3.73117
Saint-Marcel;46.77371,4.89205
Saint-Loup-sur-Semouse;47.88345,6.2753
Saint-Leger-du-Bourg-Denis;49.43345,1.15803
Saint-Just-le-Martel;45.86252,1.38658
Saint-Just-d'Ardeche;44.30438,4.61106
Saint-Just;43.65806,4.11472
Saint-Jeoire;46.13733,6.46172
Saint-Jean-de-la-Ruelle;47.91127,1.86483
Saint-Hilaire-du-Rosier;45.09942,5.24946
Saint-Gildas-de-Rhuys;47.50052,-2.8389
Saint-Gervais-la-Foret;47.56705,1.35493
Saint-Georges-sur-Eure;48.41869,1.3546
Saint-Gence;45.92166,1.13785
Saint-Folquin;50.94473,2.12433
Saint-Felix;45.80269,5.97714
Sainte-Verge;47.00755,-0.21093
Saint-Evarzec;47.93725,-4.0208
Sainte-Solange;47.13628,2.55019
Saint-Cyr-sur-Loire;47.4,0.66667
Saint-Brice-sous-Foret;49.00132,2.35361
Saint-Baldoph;45.5312,5.95217
Saint-Arnoult;49.52676,0.67117
Saint-Andre-Treize-Voies;46.93418,-1.41212
Saint-Alban-Leysse;45.58333,5.95
Sainghin-en-Melantois;50.58836,3.16619
Ruffey-les-Echirey;47.36667,5.08333
Rouhling;49.13888,7.00446
Rosieres;44.48325,4.25763
Roquemaure;44.05158,4.77797
Roissy-en-France;49.00443,2.51703
Rieux-Volvestre;43.25784,1.1964
Ria-Sirach;42.61667,2.4
Reville;49.61906,-1.25868
Retournac;45.2039,4.0333
Retonfey;49.13648,6.30634
Restinclieres;43.72322,4.03738
Redene;47.85994,-3.46148
Racquinghem;50.69245,2.35736
Quistinic;47.90456,-3.13459
Quintin;48.4033,-2.91019
Quintenas;45.18892,4.68743
Quettreville-sur-Sienne;48.96802,-1.46782
Prinquiau;47.3628,-2.01217
Port-Louis;47.70638,-3.35334
Pont-Saint-Esprit;44.25656,4.6478
Pompignan;43.81768,1.31209
Plouharnel;47.59856,-3.11442
Plombieres-les-Bains;47.96337,6.45758
Ploeuc-sur-Lie;48.35,-2.75
Ploemel;47.65169,-3.07182
Pleucadeuc;47.7588,-2.37563
Plescop;47.69803,-2.80633
Plechatel;47.89492,-1.74878
Plancoet;48.5232,-2.23427
Plancher-les-Mines;47.7615,6.74308
Pignan;43.58436,3.75853
Peronnas;46.18338,5.21052
Peron;46.19053,5.92524
Pernes-les-Fontaines;43.99802,5.05906
Paulx;46.96341,-1.75511
Pannece;47.48549,-1.24002
Oytier-Saint-Oblas;45.55757,5.03083
Orleans;47.90289,1.90389
Oisseau;48.35674,-0.67148
Oderen;47.91036,6.97463
Norrent-Fontes;50.58333,2.4
Nonancourt;48.77086,1.19799
Nogaro;43.75821,-0.03385
Nieul-le-Dolent;46.57482,-1.50975
Neuwiller-les-Saverne;48.82506,7.40513
Neuvecelle;46.39502,6.61257
Neuilly-en-Thelle;49.22445,2.28525
Neufmanil;49.81096,4.79673
Nay;43.17987,-0.26229
Nancray;47.24536,6.18283
Mornac;45.68016,0.27198
Montmelian;45.50509,6.05634
Montbazon;47.28348,0.69988
Montans;43.867,1.88568
Mons;44.11563,4.17185
